Вобласьць	Раён	Код	OSM:NodeID	Тып	Па-расейску старое	Па-расейску правільнае	osm:name:ru force	Па-беларуску правільнае	lat	lon	comment
Могилёв	Осиповичский	146414	306066763	ст	Осиповичи II	Осиповичи-2		Асіповічы 2	53.301945	28.705555	
Могилёв	Осиповичский	146433	901656719	ст	Осиповичи III	Осиповичи-3		Асіповічы 3	53.2825	28.715	
Могилёв	Осиповичский	146128	306066730	оп	Осово	Осово		Восава	53.458332	28.498611	
Могилёв	Осиповичский	146217	2794148874	оп	Погорелое	Погорелое		Пагарэлае	53.5125	28.647223	
Могилёв	Осиповичский	146448	306066742	оп	Советский	Советский		Савецкі	53.316666	28.588333	
Могилёв	Осиповичский	146715	306066637	ст	Татарка	Татарка		Татарка	53.25722	28.823334	
Могилёв	Осиповичский	146236	306066743	оп	Уборок	Уборок		Уборак	53.49139	28.593056	
Могилёв	Осиповичский	146113	306066723	оп	Цель	Цель		Цэль	53.40333	28.491388	
Могилёв	Осиповичский	146467	2199317290	оп	Юбилейный	Юбилейный		Юбілейны	53.308887	28.61389	
Могилёв	Осиповичский	146857	306066669	оп	Ясень	Ясень		Ясень	53.218334	28.930555	
Могилёв	Чаусский	157921	306068438	оп	Благовичи	Благовичи		Благавічы	53.794445	30.841667	
Могилёв	Чаусский	158017	306068431	оп	Дрануха	Дрануха		Дрануха	53.761112	31.030277	
Могилёв	Чаусский	158021	306068449	оп	Переможник	Переможник		Пераможнік	53.75889	31.132778	
Могилёв	Чаусский	157936	306068577	ст	Реста			Рэста	53.824165	30.688889	
Могилёв	Чаусский	157743	3311927987	оп	Рудея	Рудея		Рудзея	53.833057	30.646667	
Могилёв	Чаусский	157917	306068570	оп	Самулки	Самулки		Самулкі	53.816387	30.73889	
Могилёв	Чаусский	158002	306068430	ст	Чаусы	Чаусы		Чавусы	53.780556	30.931667	
Могилёв	Чериковский	158106	306068461	ст	Веремейки	Веремейки		Верамейкі	53.7625	31.278055	
Могилёв	Шкловский	156929	1175679329	оп	Александрия	Александрия		Александрыя	54.343056	30.278889	
Могилёв	Шкловский	156825	1175679126	оп	Аполлоновка	Аполлоновка		Апалонаўка	54.17889	30.294167	
Могилёв	Шкловский	156908	3312011581	ст	Копысь	Копысь		Копысь	54.315834	30.271667	
Могилёв	Шкловский	156543	3257549367	ст	Лотва	Лотва		Латва	54.094166	30.27	
Могилёв	Шкловский	156702	306068731	ст	Рыжковичи	Рыжковичи		Рыжкавічы	54.158333	30.294445	
Могилёв	Шкловский	156558	306068711	оп	Савелинки	Савеленки	Савелинки	Савеленкі	54.127777	30.28	
Могилёв	Шкловский	156810		оп	Слободка	Слободка		Слабодка	54.261665	30.255278	
Могилёв	Шкловский	156806	306068723	ст	Шклов	Шклов		Шклоў	54.219444	30.279722	
Могилёв		147703	0	ст	Березина				53.130554	29.250555	
Могилёв		147008	242555894	ст	Бобруйск				53.1375	29.196388	
Могилёв		157739	306068533	оп	Боровка	Боровка		Бароўка	53.86639	30.449444	
Могилёв		147027	0	оп	Дедново	Дедново		Дзеднава	53.13389	29.172222	
Могилёв		157809	0	ст	Заднепровская				53.806946	30.336111	
Могилёв		146912	306066599	оп	Киселевичи	Киселевичи		Кісялевічы	53.154167	29.160555	
Могилёв		158426	0	оп	Кледневичи	Кледневичи		Кледнявічы	0	0	
Могилёв		157705	306068527	ст	Луполово	Луполово		Лупалава	53.877777	30.401945	
Могилёв		156505	0	ст	Могилёв I		Могилёв-1	Магілёў 1	53.926388	30.339445	
Могилёв		156609	0	ст	Могилёв II		Могилёв-2	Магілёў 2	53.911945	30.310833	
Могилёв		156613	306068522	ст	Могилёв III		Могилёв-3	Магілёў 3	53.919445	30.358334	
Могилёв			0	ст	Шинная				53.18861	29.203333	
