RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
79;;;;6 АП;16495,;;;A>B;A;АС Автозаводская - Вокзал;1234567;153613;;133405,14711,14743,14623,14622,14624,14705,14706,15769,14707,14708,14543,14542,14510,15623,15624,15625,15626,15627,15628,15907,15908,15909,15896,15897;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Вокзал - АС Автозаводская;1234567;153610;;15897,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14478,14479,14583,14585,14584,14619,14620,16180,14626,133405;;
;;;;;16526,;;0;E>C;A;с Автозаводской АС;12345;156817;;14711,133405;;
;;;;;;;0.82;B1>D;A;Вокзал - АП 6 (подбор  АП 6);12345;156815;;15897,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14478,14479,14583,14585,14586;;
;;;;;;;0.28;D>A1;A;АП 6 - АС Автозаводская (подбор с Машиностроителей);12345;156814;;14479,14583,14585,14584,14619,14620,16180,14626,133405;;
79д;;;;;;;;A>B;A;АС Автозаводская - Вокзал;12345;156821;;133405,14626,14901,133409,14833,14511,14899,16254,14624,14705,14706,15769,14707,14708,14543,14542,14510,15623,15624,15625,15626,15627,15628,15907,15908,15909,15896,15897;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Вокзал - АС Автозаводская;12345;156824;;15897,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14478,14479,14583,14585,14584,14619,14620,14901,14833,14511,14899,16254,14621,14712,14711,133405;;
80;;;;7 АП;;;;A>B;A;ДС Карбышева - Великий Лес;12345;156827;;14364,14439,14388,14390,14392,14395,14397,14399,14401,14403,14346,14342,14340,14678,14500,14676,14652,14378,14642,14376,14373,14372;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Великий Лес - ДС Карбышева;12345;156828;;14372,14374,14375,14377,14641,14656,14653,14675,14489,14677,14343,14344,14402,14400,14398,14396,14394,14391,14389,14364;;
81э;;;;6 АП;;;;A>B;A;ДС Лошица-2 - Вокзал;12345;156831;;68811,15468,15485,15486,15491,15492,15493,15552,15896,15897;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Вокзал - ДС Лошица-2;12345;156832;;15897,15443,15444,15454,15455,15459,15460,15461,68810,68811;;
82с;;;;2 АП;;;;A>B;A;ДС Серебрянка -  Корженевского;12345;156848;;14501,54305,54306,15757,15756,15754,14796,14802,14803,14805,14806,14808,14809,14810,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,15055;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Корженевского - ДС Серебрянка;12345;156846;;15055,15056,15057,15058,15059,15060,15062,15063,15064,14720,14721,14722,14723,14726,14728,14729,14730,15752,15753,14472,15758,15762,14475,14476,14501;;
83э;;;;4 АП;16288,;;;A>B;A;ДС Малиновка-4 - ТЦ Ждановичи;234567;134562;;54638,14951,14982,15585,15643,15645,58341,14874,14878,14600,14602,133184,133183;;d2-d5 - 06.08.2014<br>d6-d7 - 09.08.2014
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Малиновка-4;234567;134563;;133183,133185,14606,14868,14870,58335,15640,15641,15577,14980,14949,147112,54638;;
;;;;;;;0.31;A1>D;A;ДС Малиновка-4 -  АП 4;234567;134561;;54638,14951,14982,15585,15643,15645;;
;;;;;;;0.28;D>A1;A;АП 4 - ДС Малиновка-4;234567;134564;;15641,15577,14980,14949,15581,54638;;
84;;;;4 АП+ 5 АП;16503,;;;A>B;A;Малиновка-4 - Слепянка;12345;154556;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14732,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;d1-d5 - 09.03.2015
;;;;;;;;B>A;A;Слепянка - Малиновка-4;12345;154557;;15440,14773,15441,15470,15471,15472,15815,15814,15811,14781,14782,14795,14796,14802,14803,14804,14805,14806,14808,14809,14810,14813,14814,200012,14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.38;A1>D;A;Малиновка-4 - АП 5 (подбор до ст. м. Михалово);12345;154568;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15212;;
;;;;;;;0.88;A4>D;A;Малиновка-4 - D АП 4;12345;154553;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14733,15812,15813,15473;;
;;;;;;;0.13;B1>D;A;Слепянка - АП 4 (подбор);12345;154563;;15440,14773,15441,15470,15471,15472,15817;;
;;;;;;;0.64;B2>D;A;Слепянка - D  АП5;12345;154554;;15440,14773,15441,15470,15471,15472,15815,15814,15811,14781,14795,14796,14802,14803,14804,14805,14806,14808,14809,14810,14813,14814,200012,14908;;
;;;;;;;0.36;D>A2;A;D АП 5 - Малиновка-4 (подбор со ст.м. Михалово));12345;154566;;14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.8;D>A4;A;D АП 4 - Малиновка-4 (подбор);12345;154564;;15811,14781,14795,14796,14802,14803,14804,14805,14806,14808,14809,14810,14813,14814,200012,14908,15198,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.12;D>B1;A;D АП 4 - Слепянка (подбор);12345;154561;;15473,15435,15436,15437,15438,15439,15440;;
;;;;;;;0.62;D>B2;A;D АП 5 - Слепянка (подбор);12345;154560;;15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;
85с;;;;2 АП;16508,;;;A>B;A;Вокзал - Гатово;1234567;154745;;15897,15443,15444,15447,15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.04.2015<br>d6-d7 - 14.03.2015
;;;;;;;;B>A;A;Гатово - Вокзал;1234567;154744;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547,15549,15552,15896,15897;;
;;;;;;;0.78;B1>D;A;Гатово - АП 2;1234567;154750;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547;;
;;;;;16526,;;0.78;B1>D;A;Гатово- D АП 2;12345;156858;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547;;
;;;;;16508,;;0.18;D>A1;A;АП 2 - Вокзал;1234567;154753;;15549,15552,15896,15897;;
;;;;;;;0.78;D>B1;A;АП 2 - Гатово;1234567;154749;;15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;
;;;;;16526,;;0.78;D>B1;A;D АП 2 - Гатово;12345;156857;;15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;
86;;;;7 АП;16522,;;;A>B;A;ДС Уручье-4 - Озерище;1234567;157548;;14660,14659,14657,14656,14653,14650,14648,14646,14644,14642,14630,16157,14636,16158,14634;;d1-d5 - 07.04.2015<br>d6-d7 - 28.03.2015
;;;;;;;;B>A;A;Озерище - ДС Уручье-4;1234567;157549;;14634,14632,14637,14638,14640,14641,14643,14645,14647,14649,14651,14652,14654,14658,14660;;
87с;;;;;16368,;;;A>B;A;ДС Зелёный Луг - АС Автозаводская;1234567;139916;;15788,15787,15784,15782,14451,14452,14453,14455,69222,14486,14488,14677,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;d1-d5 - 01.04.2015<br>d6-d7 - 25.10.2014
;;;;;;;;B>A;A;АС Автозаводская  - ДС Зеленый Луг;67;139919;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,14340,14678,14499,58345,69223,15946,69224,15781,15783,15785,15786,15788;;
;;;;;16526,;;;B>A;A;АС  Автозаводская  - ДС Зеленый Луг;12345;156902;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,14340,14678,14499,58345,69223,15946,69224,15781,15783,15785,15786,15788;;
;;;;;;;0.87;B1>D;A;АС Автозаводская - АП7;12345;156904;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,14340,14678,14499,58345,69223,15946,69224;;
;;;;;;;0;D>B;A;АП7 - АС Автозаводская;12345;156901;;14451,14452,14453,14455,69222,14486,14488,14677,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;
88с;;;;6 АП;16531,;;;A>B;A;ДС Ангарская-4 - Ландера;12345;157468;;68909,15330,15331,15332,15340,14712,14711,14743,14623,133205,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;d1-d5 - 06.04.2015
;;;;;;;;B>A;A;Ландера - ДС Ангарская-4;12345;157469;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126,15504,15506,14617,14584,133204,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.19;A1>D;A;ДС Ангарская-4 - АП 6 (Съезд с  ст.м. Могилевская);12345;157473;;68909,15330,15331,15332,15340,14712;;
;;;;;;;0.57;B1>D;A;Ландера - АП 6 (съезд с Чижовки);12345;157472;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126;;
;;;;;;;0.43;D>A1;A;АП 6 - ДС Ангарская-4 (подбор с Чижовки);12345;157470;;133126,15504,15506,14617,14584,14619,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.55;D>B1;A;АП 6 - Ландера (подбор с Чижовки);12345;157471;;15535,15539,15540,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;
89э;;;;7 АП;16222,;;;A>B;A;ДС Уручье-2 - ТЦ Ждановичи;7;130715;;14386,14382,14649,14651,14489,14341,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;d2-d5 - 18.11.2014<br>d6 - 25.10.2014<br>d7 - 01.06.2014
;;;;;16368,;;;A>B;A;ДС УРУЧЬЕ-2 - т.ц. Ждановичи;6;140525;;14386,14382,14649,14651,14489,14341,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;
;;;;;16392,;;;A>B;A;ДС Уручье-2 - т.ц. Ждановичи;2345;142438;;14386,14382,14649,14651,14489,14341,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;
;;;;;16222,;;;B>A;A;ТЦ Ждановичи - ДС Уручье-2;7;130716;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14495,14500,14650,14381,14383,14386;;
;;;;;16368,;;;B>A;A;т.ц. Ждановичи - ДС УРУЧЬЕ-2;6;140526;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14495,14500,14650,14381,14383,14386;;
;;;;;16392,;;;B>A;A;т.ц. Ждановичи - ДС Уручье-2;2345;142439;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14495,14500,14650,14381,14383,14386;;
90;;;;2 АП;16410,;;;A>B;A;АС  Юго-Западная - Семеняко;1234567;144095;;132076,16253,15212,15213,71803,73043,15638,15639,58341,211243,205011,205012,205014;;d1-d5 - 08.12.2014<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;Семеняко - АС  Юго-Западная;1234567;144097;;205014,205013,211246,54678,211244,15647,15648,71807,73042,14906,14907,16249,132076;;
91;;;;7 АП;16417,;;;A>B;A;ДС Калиновского - Веснинка;1234567;145013;;14354,14486,14487,14431,14488,14677,14343,14490,14491,14492,14493,14524,14521,15018,15019,15748,15747,15732,14468,14469,15565,15009,15010,15011,15526,15039,15040,15041,15855,15853,15851,15951,15042,133216,69234,58379;;d1-d5 - 01.04.2015<br>d6-d7 - 13.12.2014
;;;;;;;;B>A;A;Веснинка -ДС Калиновского;1234567;145016;;58379,15043,15045,15044,15951,15852,15854,15856,15084,15112,15113,15890,15114,15115,15600,15601,15602,15219,15731,14516,14517,14518,14519,14520,69238,14523,14494,14495,14496,14346,14342,14340,14678,14498,14513,14514,14515,14354;;
93;;;;6 АП;16526,;;;A>B;A;ДС Шабаны - Аэропорт Минск-1;1234567;156913;;14746,14747,14748,14749,58367,14824,14825,58378,14828,16041,15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14807,14808,14809,15842;;d1-d5 - 01.04.2015<br>d6-d7 - 04.04.2015
;;;;;;;;B>A;A;Аэропорт Минск-1 - ДС Шабаны;1234567;156914;;15842,15841,15839,15835,15902,15886,15887,15878,15879,15882,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;;;0.37;A1>D;A;ДС Шабаны - ст.м. Могилёвская - АП 6;1234567;156917;;14746,14747,14748,14749,58367,14824,14825,58378,14828,16041,14712;;
;;;;;;;0.69;B1>D;A;Аэропорт Минск-1 - ст.м. Могилёвская - АП 6;1234567;156918;;15842,15841,15839,15835,15902,15886,15887,15878,15879,15882,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,14712;;
;;;;;;;0.31;D>A1;A;АП 6 - ст.м. Могилёвская -  ДС Шабаны;12345;156915;;15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;16529,;;0.31;D>A1;A;АП 6 - ст.м. Могилёвская  - ДС Шабаны;67;157428;;15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;16526,;;0.63;D>B1;A;АП 6 - ст.м. Могилёвская -  Аэропорт Минск-1;12345;156916;;15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14807,14808,14809,15842;;
;;;;;16529,;;0.63;D>B1;A;АП 6 - ст.м. Могилёвская  - Аэропорт Минск-1;67;157429;;15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14807,14808,14809,15842;;
94с;;;;;16375,;;;A>B;A;AС Автозаводская  -  Чижовcкое кладбище;67;140749;;14830,15620,16014,15525,15536,58380;;d1-d5 - 27.11.2014<br>d6-d7 - 01.11.2014
;;;;;16401,;;;A>B;A;АС Автозаводская  - Чижовское кладбище;12345;142918;;14830,15620,16014,15525,15536,58380;;
;;;;;16375,;;;B>A;A;Чижовское кладбище - АС Автозаводская;1234567;140750;;58380,15953,16182,14712,14711,14830;;
95;;;;4 АП;16480,;;;A>B;A;ДС Калиновского - Степянка;1234567;152570;;14354,14353,14996,14351,14350,14347,14403,14346,14342,14422,14421,15427,15428,15424,16252,15375,15376,15381,15382,15383,15384,15385;;d1-d5 - 01.04.2015<br>d6-d7 - 14.02.2015
;;;;;;;;B>A;A;Степянка - ДС Калиновского;1234567;152571;;15385,15386,15387,15371,15372,15373,15374,15425,15426,14418,14420,14341,14343,14344,14348,14349,14352,14354;;
96;;;;2 АП;16459,;;;A>B;A;ДС Малиновка-4 - Филиал БГУ;1234567;150921;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16255,16118,16119,16120;;d1-d5 - 16.02.2015<br>d6 - 24.01.2015<br>d7 - 25.01.2015
;;;;;;;;B>A;A;Фииал БГУ- ДС Малиновка-4;1234567;150918;;16120,16121,16122,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
97;;;;6 АП;16419,;;;A>B;A;ДС Серова - Малиновка-8;12345;145322;;69176,15068,15069,15070,15052,15053,15056,15057,15058,15031,15032,15947,15948,230009,14974,14975,14925,14926,143094;;d1-d5 - 15.12.2014
;;;;;;;;B>A;A;Малиновка-8 - ДС Серова;12345;145321;;143094,14916,14917,14989,14988,14990,16255,15949,15950,15030,15047,15048,15049,15050,15051,15066,15067,69176;;
;;;;;;;0.79;D>B1;A;АП6 - Автоваз - Малиновка-8;12345;145319;;15052,15053,15056,15057,15058,15031,15032,15947,15948,230009,14974,14975,14925,14926,143094;;
98с;;;;;16283,;;;A>B;A;ДС Лошица-2 - ст.м. Могилевская;12345;134318;;68811,15463,15464,15490,15459,15460,15469,15500,15501,15502,133126,15504,15505,15506,14617,14584,14620,16180,14626,197285;;d1-d5 - 06.04.2015
;;;;;;;;B>A;A;ст.м. Могилевская - ДС Лошица-2;12345;134319;;197285,14712,14711,14743,14623,14586,15513,15523,15524,15525,15534,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
;;;;;;;0;D>A;A;АП 6 - ДС Лошица-2;12345;134320;;15534,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
99;;;;7 АП;16495,;;;A>B;A;ДС Уручье-4 - Военная академия;1234567;153640;;14660,14661,14663,14665,14666,14669,14670,14673,14652,14378,14642,14376,14373,14371,14369,14368,14366,14627;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Военная академия - ДС Уручье-4;1234567;153642;;14627,14365,14367,14370,14371,14374,14375,14377,14641,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
;;;;;16526,;;0.68;D>A1;A;АП 7 - Уручье-4;12345;157222;;14371,14372,14374,14375,14377,14641,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
100;;;;;16495,;;;A>B;A;ДС Славинского - Аэропорт Минск-1;1234567;153646;;15014,14350,14347,14403,14490,14491,14492,15859,14768,15889,15703,15744,15860,15862,15863,15866,15869,15665,15838,15840,69250,15871;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Аэропорт Минск-1 - ДС Славинского;1234567;153647;;15871,15842,15841,15839,15844,15870,15868,15867,15864,15865,15861,15745,15746,15888,14756,14494,14495,14344,14348,14997,15014;;
101;;;;5 АП;;;;A>B;A;ДС Дружная - ТЦ Ждановичи;1234567;153650;;71378,54508,15668,15669,69317,14815,14816,14762,14715,14817,14848,14849,15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;d1-d5 - 02.03.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Дружная;1234567;153651;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15169,15195,14704,14714,14716,54642,14763,14717,15698,15700,15701,15702,71378;;
;;;;;;;0.52;B1>D;A;ТЦ Ждановичи - D;1234567;153655;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15562;;
;;;;;;;0.5;D>B1;A;D - ТЦ Ждановичи;1234567;153653;;15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;
102;;;;2 АП;16508,;;;A>B;A;ДС Чижовка - Вокзал;1234567;154775;;15534,15537,15539,15540,15541,15542,15543,15544,15545,15546,15547,15548,15549,15550,15551,191224,15552,69093,15896,15897;;d1-d5 - 01.04.2015<br>d6-d7 - 14.03.2015
;;;;;;;;B>A;A;Вокзал - ДС Чижовка;1234567;154778;;15897,15443,15444,191225,15445,15446,15447,15448,15449,15450,15451,15495,15496,15497,15498,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;;;0;A>D;A;ДС Чижовка - АП 2;67;154772;;15534,15537,15539,15540,15541,15542,15543,15544,15545,15546,15547;;
;;;;;16526,;;0.57;A1>D;A;ДС Чижовка - АП 2 (подбор);12345;156517;;15534,15537,15539,15540,15541,15542,15543,15544,15545,15546,15547;;
;;;;;16508,;;0.7;D>A1;A;АП 2 - Чижовка;67;154779;;15450,15451,15495,15496,15497,15498,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;16526,;;0.7;D>A1;A;АП 2 - Чижовка (подбор);12345;156523;;15450,15451,15495,15496,15497,15498,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;;;0.34;D>B1;A;АП 2 - Вокзал (подбор);12345;156524;;15549,15550,15551,191224,15552,69093,15896,15897;;
103;;;;5 АП;16505,;;;A>B;A;ДС Юго-Запад - ДС Малиновка-4;1234567;154694;;54682,15660,15661,15662,15663,15664,72368,16250,73039,211129,16230,230009,14913,14914,14915,14916,14927,14928,14929,14947,14948,14949,14950,147112,54638;;d1-d5 - 11.03.2015<br>d6-d7 - 14.03.2015
;;;;;;;;B>A;A;ДС Малиновка -4 - ДС Юго-Запад;1234567;154693;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14959,14960,14973,14990,16229,73882,211130,16251,15569,15652,15653,200002,15659,15645,54682;;
104;;;;2 АП;16501,;;;A>B;A;ДС Малиновка-4 - Сеница;1234567;154504;;54638,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089,58327,58328,73744,58329;;d1-d5 - 01.04.2015<br>d6-d7 - 07.03.2015
;;;;;;;;B>A;A;Сеница - ДС Малиновка-4;1234567;154506;;58329,58330,15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;;;0.79;A1>D;A;ДС Малиновка-4 - АвтоВАЗ;67;154507;;54638,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;16526,;;0.79;A1>D;A;ДС Малиновка-4 -  АвтоВАЗ;12345;156962;;54638,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;16501,;;0.16;B1>D;A;Сеница -  АвтоВАЗ;1234567;154501;;58329,58330,15052;;
;;;;;;;0.84;D>A1;A;АвтоВАЗ - ДС Малиновка-4;1234567;154508;;15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;16526,;;0.21;D>B1;A;АвтоВАЗ - Сеница;12345;156965;;15089,58327,58328,73744,58329;;
105;;;;4 АП;16468,;;;A>B;A;ДС Карастояновой - Зацень;1234567;151363;;15750,15713,58346,14693,14694,14964,14965,14967,14968,14969,14970,16081,16083;;d1-d5 - 02.02.2015<br>d6 - 21.12.2013<br>d6-d7 - 30.11.2013
;;;;;;;;B>A;A;Зацень - ДС Карастояновой;1234567;151364;;16083,16082,16080,14999,15000,15001,15002,15004,15005,14845,14846,15716,15715,15750;;
106;;;;6 АП;16405,;;;A>B;A;ДС Ангарская-4 - ст.м. Тракторный завод;12345;143624;;68909,15330,15331,15332,15334,15413,15414,15406,15417,14777,14778,15812,15813;;d1-d5 - 01.12.2014
;;;;;;;;B>A;A;ст.м. Тракторный завод - ДС Ангарская-4;12345;143621;;15813,15814,15811,14736,14737,15404,15405,15409,15410,15411,15303,15304,15833,68909;;
107;;;;5 АП;16446,;;;A>B;A;ДС Кунцевщина -  Корженевского;67;149310;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,14763,14717,14719,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,15054,71466;;d1-d5 - 02.02.2015<br>d6-d7 - 11.01.2015
;;;;;;;;B>A;A;Корженевского - ДС Кунцевщина;1234567;149313;;71466,15056,15057,15058,15059,15060,15062,15063,15064,14813,14814,14815,14816,14762,14715,14817,14818,14819,14838,15252,15253,15258,15518,15519,72951,15520,15521,15522,15858;;
;;;;5 АП+6 АП;16468,;;;A>B;A;ДС Кунцевщина  -   Корженевского;12345;151381;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,14763,14717,14719,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,71466;;
108;;;;2 АП;16526,;;;A>B;A;АС Автозаводская - Пос. Гатово;12345;156869;;133405,14711,14743,14623,14622,14586,15513,15523,15525,15536,15539,15540,15541,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Пос. Гатово - АС Автозаводская;12345;156868;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15500,15501,15502,133126,15504,15506,14617,14584,14619,14620,16180,14626,133405;;
108д;;;;;16508,;;;A>B;A;ДС Чижовка - Гатово;1234567;154769;;68866,15536,15539,15541,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.04.2015<br>d6-d7 - 14.03.2015
;;;;;;;;B>A;A;Гатово - ДС Чижовка;1234567;154767;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15500,15502,68866;;
109;;;;7 АП;15969,;;;A>B;A;ДС Карбышева - Северное кладбище;1234567;103674;;14364,16008,16010,16076,16096,16084;;d1-d5 - 04.03.2015<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Северное кладбище - ДС Карбышева;1234567;103675;;16084,16094,16108,16011,16009,14364;;
109в;;;;;;;;A>B;A;ДС Карбышева - Северное кладбище;1234567;103676;;14364,14459,15783,15785,15786,16008,16010,16078,16079,16077,16076,16096,16084;;d1-d5 - 04.03.2015<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Северное кладбище - ДС Карбышева;1234567;103677;;16084,16094,16108,16078,16079,16077,16011,16009,14364;;
110;;;;6 АП;16495,;;;A>B;A;АС Автозаводская - Городок - Сосны;1234567;153571;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Сосны - АС Автозаводская;1234567;153572;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
110а;;;;;;;;A>B;A;АС Автозаводская  - Сосны - Городок;1234567;153556;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Сосны - АС Автозаводская;67;153557;;16058,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
;;;;;16526,;;;B>A;A;Сосны - Городок - АС Автозаводская;12345;156787;;16058,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
110б;;;;;16495,;;;A>B;A;АС Автозаводская - Городок -  Сосны - АТНК;1234567;153550;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058,16059;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Институт ядерной физики - АС Автозаводская;1234567;153551;;16059,58333,16052,16048,16045,16074,14828,16041,14712,14830;;
110в;;;;;;;;A>B;A;АС Автозаводская - Городок - АТНК- Сосны;1234567;153554;;14830,15620,16040,16042,16043,16044,16073,16057,16058,16059;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Институт ядерной физики - АС Автозаводская;67;153555;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
;;;;;16526,;;;B>A;A;Институт ядерной физики - ДС Автозаводская;12345;156781;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
;;;;;;;;B>A;A;Институт ядерной физики-АС Автозаводская;12345;156979;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
